name,id,number_of_board_members,avg_age_of_board,total_active_assignments,total_prev_assignments
Fiberbröderna Installation AB,5569375057,2,40,nan,nan
Fiberbyggarna Syd AB,5569864027,,,nan,nan
Montage och Maskintjänst Fjällbacka AB,5569597577,2,32,2,0
Andbjörk Entreprenad AB,5569070591,2,47,nan,nan
Fiberfixarna i Väst AB,5567283196,2,58,nan,nan
Fiberkonsulten Norrköping AB,5568616998,2,36,nan,nan
FiberOptics i Väst AB,5568819477,2,34,nan,nan
Fibertjänst Sverige AB,5590189329,2,57,nan,nan
Fiberx Sweden AB,5590138896,1,67,nan,nan
Fibrite FE AB,5590959135,4,46,2,8
Fiddes El & Bygg AB,5567765846,3,54,6,9
Filipidippi AB,5567013056,2,54,4,6
Filipstads Elbyrå Aktiebolag,5561859355,4,48,nan,nan
Filipstads Luftteknik AB,5568537970,2,57,nan,nan
Filipstads Specialmaskiner Aktiebolag,5564183084,3,47,nan,nan
FIMAB Entreprenad AB,5565030672,2,65,1,6
Fina rum Niklas Wennström AB,5567217137,2,44,nan,nan
FinaHem Fastigheter i Stockholm AB,5567359236,2,59,nan,nan
Finestra Projekt AB,5569258550,3,61,3,6
Fingerprint Retail AB,5569391435,2,39,2,5
Finja Schakt och Spräng Kommanditbolag,9167514216,1,49,nan,nan
Finnskogens Bygg och Entreprenad AB,5568679483,2,44,nan,nan
Finnvedens Bygg Aktiebolag,5564619699,3,67,2,0
Finsbo Entreprenad Aktiebolag,5564909033,3,53,nan,nan
Finspångs Glasmästeri Aktiebolag,5563304756,4,44,nan,nan
Fint & Färdigt Bygg Sthlm AB,5569058570,2,55,1,4
FIR Fasad & Industrirengöring Aktiebolag,5563102085,2,63,1,3
FIREK; RYZSARD FRANCISZEK,302333XXXX,,,nan,nan
Fireprotection Sweden AB,5565980561,2,51,4,7
Firfas Construction AB,5590354998,2,40,nan,nan
Firfas Construction Handelsbolag,9697326297,4,40,nan,nan
FIRMA BRÖDERNA STORM,9220018668,,,nan,nan
Firma Exass i Oxelösund AB,5569830200,2,45,1,1
Firmatum AB,5566204193,4,45,nan,nan
First Construction AB,5590503180,,,nan,nan
Fiskartorpet 7 AB,5568128739,2,54,nan,nan
Fixer Göteborg AB,5568512205,2,53,nan,nan
FXFX Installation & Service AB,5569433112,,,nan,nan
Fixzit VVS i Solna AB,5565541231,2,53,2,6
FJ Anläggningstjänst Våxtorp AB,5590458773,2,31,nan,nan
Fjelldalens fastigheter AB,5567787154,2,64,nan,nan
Fjellkakel AB,5568242126,2,42,3,2
FJK Bygg Aktiebolag,5566238381,2,55,nan,nan
Fjordholmarna Invest AB,5567503759,2,52,nan,nan
Fjälkinge Byggservice Aktiebolag,5562694082,4,43,2,2
Fjälkinge Isolering & Plåtservice AB,5568324593,3,44,nan,nan
Fjällbacka Bygg Aktiebolag,5564283249,2,60,nan,nan
Fjällbacka Gräv Aktiebolag,5561453902,2,65,nan,nan
Fjällbygdens Fastighets AB,5567590145,2,57,nan,nan
Fjällströms Traktorarbeten AB,5567333405,2,58,nan,nan
Fjällvärme i Sälen AB,5565361895,4,55,45,98
Fjäls Åkeri & Bygg Aktiebolag,5563088250,2,52,nan,nan
Fjärdhundra Bygg AB,5569583478,2,52,2,7
Fjärdsmans Entreprenad AB,5568302441,2,33,nan,nan
Fjärrtek i Norr Aktiebolag,5564222593,3,45,1,0
Fjärås El & Ekonomi Aktiebolag,5564301769,2,62,4,8
Fjärås Entreprenad AB,5568605538,2,46,nan,nan
Tom Karlsson Entreprenad och Maskin AB,5569758534,3,54,nan,nan
FK-Bygg Aktiebolag,5562664937,3,51,nan,nan
FL Montage AB,5568824782,3,34,35,42
FL PLÅT AB,5567245336,3,42,nan,nan
Fladern Bygg & Fastighets AB,5569047862,3,56,nan,nan
Flatås Måleri AB,5590863352,4,50,3,3
FLB Ställningar AB,5569594020,3,43,4,0
Sista versen 60872 AB,5561870774,2,42,nan,nan
Flens Eltjänst Aktiebolag,5562862226,4,46,3,6
Flens Plåt Aktiebolag,5566158423,2,52,3,1
Flexea AB,5567502348,2,56,nan,nan
FLEXIB EL Aktiebolag,5563833739,2,45,nan,nan
Flexibel Bygg i Ånge Aktiebolag,5566875810,3,65,nan,nan
Flexibel Luftbehandling i Stockholm AB,5563410512,4,56,30,528
Flexibyggitet i Norrtälje AB,5568826142,2,50,nan,nan
FlexiRail AB,5568164296,3,51,4,4
FLEXIT AS,5020664826,,,nan,nan
FlexKom AB,5568906118,3,42,1,0
Flinks Gräv AB,5567835839,2,47,nan,nan
FLOOR DESIGN SWEDEN AB,5590193016,1,40,nan,nan
Flor Entreprenad AB,5568020936,2,59,nan,nan
Florias Städ & Golvteknik AB,5568350390,2,50,nan,nan
Florins Service AB,5569035073,2,47,nan,nan
Flottsunds Bygg AB,5567092621,2,54,nan,nan
FLQ Bygg Konsult AB,5567697254,3,38,nan,nan
Flugeby Golv; Färg & Trä AB,5564800059,2,58,nan,nan
Flygts Grävmaskiner AB,5565992970,3,38,nan,nan
Flysta Elservice Aktiebolag,5562387737,3,49,nan,nan
Flytgolv i Landskrona Aktiebolag,5564704392,3,48,4,8
Flytgolv i Stockholm AB,5569205445,2,54,nan,nan
Fläkt Marine AB,5566588041,3,41,nan,nan
Fläktservice JPP AB,5565080065,4,56,nan,nan
FM Golv AB,5567061832,3,54,1,1
FM partners Entreprenad AB,5590315791,2,30,nan,nan
FM TeleKraft AB,5568942618,4,44,nan,nan
FMJ Solutions AB,5590270640,3,30,2,1
CHRISTOF INDUSTRIES AUSTRIA GMBH,5020790498,,,nan,nan
FMT Installation AB,5564461654,3,46,3,10
FNK VVS AB,5569079139,2,54,2,3
Foam King Sweden AB,5568495096,3,49,6,8
Fobta AB,5568453855,2,53,1,3
Fodor Bygg AB,5569910630,2,39,nan,nan
Fog & Byggtjänst i Sverige AB,5568023690,2,42,nan,nan
GFB i Tvåstad AB,5567648539,2,50,nan,nan
Fogentreprenören Sverige AB,5564458791,2,49,2,1
Fogfixarn Brand och Fogteknik Eskilstuna AB,5569834814,2,59,nan,nan
Fogfria Projektlösningar AB,5569744336,,,nan,nan
Fogteam i Eskilstuna AB,5568224975,3,56,nan,nan
Fogtema och tätskikt i Mälardalen AB,5567808273,2,49,nan,nan
FOL AB,5568013667,2,60,nan,nan
FOLD Industrier AB,5567564009,2,49,nan,nan
Folke Möörth Puts & Murning Aktiebolag,5561320861,2,73,nan,nan
Folke Wikström Byggnads Aktiebolag,5561452102,3,39,nan,nan
Folkes Bygg & Byggnadsvård i Hanaskog AB,5566678172,3,40,nan,nan
Folkets Bygg AB,5567927834,2,38,4,3
Folkets Bygg Kommanditbolag,9697452739,2,48,nan,nan
Arvet Produktion AB,5563244937,5,53,19,72
Forkarby snickeri och entreprenad Aktiebolag,5564082500,2,53,nan,nan
Formavilla Byggnadsaktiebolag,5568611445,2,46,1,6
Formbetong Teknik i Katrineholm AB,5569271884,3,50,nan,nan
Formhome Fastighets AB,5567005185,2,60,nan,nan
Formtrappan AB,5569010159,2,53,5,9
Form&Armering i stockholm AB,5569480402,2,45,nan,nan
Forna Stål & Montage AB,5566040217,2,65,nan,nan
Fornboda Bygg och Snickerier AB,5563923753,2,55,1,3
FORNUDDENS BYGG AB,5568275530,3,32,3,2
Fors Mek & Entreprenad i Pajala AB,5567695332,2,34,nan,nan
Forsane värme och vattenservice AB,5568047426,3,53,1,1
Forsberg elteknik AB,5567802060,2,50,nan,nan
Forsberg & Tibell Kyl Aktiebolag,5563184083,3,57,2,1
Forsbergs Bygg & Anläggning AB,5567670392,2,51,nan,nan
Forsbergs Plåtslageri i Östhammar AB,5565307930,2,48,nan,nan
Forsblad&Holst AB,5590057138,3,35,nan,nan
Forsby Måleri Aktiebolag,5561021063,2,60,nan,nan
Forsbäcks Projekt AB,5564651031,3,67,nan,nan
Forsells Bygg i Stockholm AB,5567959381,3,49,3,2
Forserums Rör Aktiebolag,5562229095,3,46,nan,nan
FORSHAGA KOMMUN,2120001819,,,nan,nan
Forshaga Rör Bröderna Frödin Aktiebolag,5562150754,3,51,nan,nan
Forslins El Aktiebolag,5562579044,3,40,1,2
Forslund & Malmström AB,5567208441,2,46,nan,nan
FORSMAN TEMA MARKMILJÖ AB,5568891575,2,51,nan,nan
Forsmo Åkeri AB,5565067765,2,73,nan,nan
Forssa Bygg & Montage Aktiebolag,5564349594,2,63,nan,nan
Forsséns Elektriska Aktiebolag,5562010727,3,51,8,20
Forsströms Entreprenad AB,5590339254,2,46,nan,nan
Forsströms Rör i Kungshamn Aktiebolag,5560766627,2,42,nan,nan
Forsås Grävmaskiner Aktiebolag,5562187467,4,71,nan,nan
Fortab AB,5567750038,3,46,nan,nan
Foryx Aktiebolag,5564925369,,,nan,nan
Fotskäls Bygg och Förvaltning AB,5566883814,2,54,nan,nan
FOURSIX AB,5569597817,2,49,nan,nan
Foxor Bygg AB,5568559479,2,37,4,3
FP Badrumsspecialisten AB,5569945891,4,45,3,1
FP Bygg & Förvaltning Aktiebolag,5564797883,2,49,nan,nan
Fraab AB,5590826482,2,43,11,20
FRAMFEX AB,5591087415,3,47,nan,nan
Framnäsviken Byggnads Aktiebolag,5568950249,,,nan,nan
Framtida bygg i dalarna AB,5569690414,3,33,1,2
Framtidsmåleriet sjuhärad AB,5569646184,2,56,nan,nan
Francks Kylindustri i Bergslagen AB,5566544606,3,50,1,3
Francks Kylindustri i Örebro AB,5590366000,3,58,nan,nan
Franks El i Mullsjö AB,5567972228,4,46,nan,nan
Franks Parkett & Trägolv AB,5564366606,2,47,1,6
Frans B. Byggare AB,5567667117,2,46,nan,nan
FRANS VVS AKTIEBOLAG,5562203611,2,68,nan,nan
Fransson Bygg i Värnamo Aktiebolag,5564823994,3,52,nan,nan
Franssons Bygg i Hästveda AB,5566454244,2,50,nan,nan
Franssons Golv AB,5567852248,4,46,2,1
Franssons i Uppsala AB,5568620644,2,49,nan,nan
Frantho Förvaltning AB,5568391329,,,nan,nan
Franzéns Plåt Aktiebolag,5564262771,2,51,nan,nan
FREAB; Ola Fredrikssons Elektriska Aktiebolag,5561799551,2,55,nan,nan
Fred's Fjärrvärme Service AB,5568103641,2,63,nan,nan
Freddys Golvservice AB,5567596225,2,56,nan,nan
Fredins Takentreprenad AB,5565880076,4,42,2,2
Fredric Berinne Production AB,5567355812,2,54,nan,nan
Fredrik Armand Bygg AB,5568253594,2,49,nan,nan
Fredrik Borg Bygg AB,5565212411,2,31,nan,nan
Fredrik Dahlqvist Byggnads Aktiebolag,5565467494,2,61,nan,nan
Fredrik Eriksson Bygg i Mjölby AB,5567410799,2,36,nan,nan
Fredrik Janssons Måleri AB,5568650591,3,62,4,6
FREDRIK JOHANSSONS BYGGSERVICE I ÄNGELHOLM AB,5568455314,2,45,nan,nan
Fredrik Karlsson Alltjänst AB,5565276531,2,49,nan,nan
Fredrik Källströms Elektriska AB,5569921421,5,51,3,7
Fredrik Lindström Bygg & VVS AB,5568992894,2,57,nan,nan
Fredrik Mattsson Gräv AB,5568383797,3,34,1,1
Fredrik Perssons Åkeri AB,5567154694,2,52,nan,nan
Fredrik Ribba Snickeri AB,5567222640,2,46,nan,nan
Fredrik Stålnacke Entreprenad AB,5567717326,2,47,nan,nan
FREDRIK & ERIK BYGG AB,5590777925,3,29,nan,nan
Fredrik & Morgan Bygg AB,5567836738,2,47,nan,nan
Fredrikssons Rör i Masugnsbyn Aktiebolag,5565154340,3,53,2,0
Fredrikssons Teknik & Bygg AB,5569853673,6,35,3,2
Freemountain Alvik AB,5566770615,2,46,nan,nan
Freijd's Entreprenad AB,5590142195,4,44,nan,nan
Freimans Rör Aktiebolag,5564208600,2,55,nan,nan
Freja Ventilation AB,5590145859,2,49,nan,nan
Frejo Entreprenad i Ulricehamn AB,5568098189,2,50,nan,nan
Frema Gruppen AB,5569199903,2,51,nan,nan
Freman Bygg AB,5567334593,2,62,6,2
Fremic Byggdesign AB,5568058027,2,39,nan,nan
Frenia Bygg AB,5565238887,4,45,nan,nan
Frennarps Kakel & Bygg AB,5567317937,2,45,nan,nan
fresan AB,5590176318,4,61,3,1
Fresta konsult & Bygg AB,5569858128,1,40,7,5
Friberg & Co Golvtjänst Aktiebolag,5562927599,2,55,nan,nan
Friday Riv; Städ och Bygg AB,5566696117,2,43,nan,nan
Fridells Glas Aktiebolag,5563708360,3,67,nan,nan
Fridells Måleri AB,5566582192,2,55,nan,nan
Fridh & Hell's Bygg AB,5568016975,4,44,4,2
Fridhem Bygg i Ullared AB,5565388989,2,62,nan,nan
Fridhems Elektriska AB,5569916074,2,47,4,0
Fridhemsvillan AB,5567829683,2,34,nan,nan
Fridlunds Måleri AB,5569025124,3,52,2,1
Fridströms Måleri Aktiebolag,5562148923,2,59,nan,nan
Friels Gräv & Lantbruk AB,5568489248,4,39,nan,nan
Frigotech Aktiebolag,5564487121,4,55,5,5
Frigovent inneklimat AB,5567014245,3,48,nan,nan
Friis Scaffolding AB,5590921655,2,57,nan,nan
Friis; Johan EL AB,5567018311,2,61,nan,nan
Frikab Elinstallationer AB,5567357594,2,56,3,0
Frillesås Båt & Motor AB,5590397641,2,61,nan,nan
Frillesås MP AB,5567856629,2,57,nan,nan
Frillesås Mur och Puts Aktiebolag,5563518025,4,43,4,1
Frinom AB,5590320296,,,nan,nan
Frisk Entreprenad i Ankarsrum Aktiebolag,5566128012,2,58,nan,nan
Frisk Last & Maskin AB,5569811200,2,39,nan,nan
Friska Fläktar Installation AB,5560709346,2,54,8,5
Friska Fläktar Kyl & Värme AB,5566353008,2,64,nan,nan
Friska Fläktar Luftbehandling Aktiebolag,5564416112,2,54,8,5
Friska Fläktar Teknik AB,5566607973,3,54,8,2
Friska Hus i Stockholm AB,5565172193,2,55,nan,nan
Friskytt Byggtjänst AB,5569317778,2,33,1,1
Fristad Gräv & Schakt Aktiebolag,5564091543,2,63,3,4
Fristad Tak AB,5567610588,2,60,nan,nan
Fritiofs Elektriska AB,5565141651,2,72,nan,nan
Fritz Trädgårdsanläggningar AB,5566516174,2,47,15,45
Froab AB,5566908546,3,56,nan,nan
Frontaman i Södertälje Bygg & Entreprenad AB,5567756530,2,69,nan,nan
Frontbyggen i Göteborg AB,5568151921,3,52,16,18
Frosteby Entreprenad AB,5567906861,3,37,nan,nan
Frykholm Bygg AB,5567832000,2,64,nan,nan
Frykåsens Byggplåt AB,5569124703,2,41,nan,nan
Frys- & Kylservice i Östersund Aktiebolag,5564162617,8,52,nan,nan
Från Golv till Tak Bygg och Snickeri på Värmdö AB,5562942465,5,50,1,8
FRÅN GOLV TILL TAK I LEKSAND AB,5565751723,2,39,nan,nan
Från Golv till Tak på Värmdö Aktiebolag,5565754461,2,61,nan,nan
Från Stan Byggpartner Aktiebolag,5568425838,,,5,5
Från Stan Byggservice AB,5568270788,4,53,nan,nan
Frändefors Entreprenad AB,5569156143,2,47,nan,nan
Frändefors Golv Aktiebolag,5562996438,3,51,nan,nan
Frändfors VVS Service AB,5566732193,2,55,nan,nan
Fräntorps El Aktiebolag,5563849404,2,56,nan,nan
FRÄSARNA I SKÅNE AB,5568394117,3,50,nan,nan
Fräsbolaget i Jönköping AB,5569769895,4,54,nan,nan
Fräséns Måleri Aktiebolag,5564180304,2,56,nan,nan
Fröab Aktiebolag,5566529888,2,62,nan,nan
Frödéns Ventilation AB,5566532221,2,55,nan,nan
Fröderbergs Entreprenad och Brunnsborrning AB,5567805154,2,43,nan,nan
Fröjd & Broberg Bygg Aktiebolag,5566657283,4,50,nan,nan
Frölings Trägolv AB,5565347746,2,56,nan,nan
Frölunda El & Tele Aktiebolag,5563230936,3,54,nan,nan
Frölunda Mark & Anläggning Aktiebolag,5565042891,2,40,nan,nan
Frövi Blästern AB,5566535869,3,44,nan,nan
Frövi Elbyrå Aktiebolag,5563554715,3,41,nan,nan
Frövi Plåtslageri Aktiebolag,5561963363,2,59,1,0
FS entreprenad i Stockholm AB,5590948351,2,36,1,3
FSG Sverige AB,5569685984,3,43,4,1
FSM Falkenbergs Silo & Maskinmontering AB,5566381926,2,57,nan,nan
FTS Lundby AB,5567764302,2,43,nan,nan
FTX Gruppen Sverige AB,5568879687,2,43,3,8
FTX teknik & service AB,5567389357,4,58,2,1
Fukt & Syll Specialisten i Skåne Aktiebolag,5566406855,2,40,6,1
Fullerö Ekonomi & Förvaltning AB,5564833068,4,44,nan,nan
Fullsize AB,5568109408,2,55,nan,nan
Funktionsrör i Stockholm Aktiebolag,5562244722,2,59,nan,nan
Furab Aktiebolag,5569017022,3,41,4,1
Furelindhs Bygg AB,5569999625,2,33,nan,nan
Ålberga Elektriska AB,5569209785,2,37,nan,nan
Furulunds Entreprenad Aktiebolag,5564768637,3,46,nan,nan
Furulunds Mark & Trädgård AB,5566718465,2,56,nan,nan
Furusunds El & Teknik AB,5565510582,2,40,nan,nan
Furuviks Grävtjänst AB,5566727334,3,52,nan,nan
Future Level Light AB,5568527252,2,45,4,5
Futuregrass Scandinavia AB,5590478250,2,57,nan,nan
FV Svets Aktiebolag,5564060308,2,47,nan,nan
Fyhrlunds VVS AB,5568008246,2,40,nan,nan
Fyra ESS entreprenad Aktiebolag,5562791896,3,62,nan,nan
Fyrstads Bygg & Montage AB,5562783745,3,51,nan,nan
Fyrstads El Aktiebolag,5562204403,3,51,2,2
Fyrstads El i Göteborg AB,5568943996,3,51,nan,nan
Fyrstads Entreprenad AB,5561324012,3,51,5,7
Fyrstads Teknik AB,5566824719,3,51,5,7
Fyrvent Aktiebolag,5564664752,5,47,nan,nan
Fålhagens Tuna Rör & Värme Aktiebolag,5563785855,3,50,nan,nan
Fårbo VVS AB,5565941639,2,58,nan,nan
Fårö Byggservice AB,5568762453,2,47,nan,nan
Fåröfiber Ekonomisk förening,7696282628,5,61,nan,nan
Fägre Byggtjänst Aktiebolag,5562605815,2,43,nan,nan
Fäldts Grävmaskiner Aktiebolag,5563490670,3,41,nan,nan
Fältservice i Mälardalen AB,5566153903,3,62,nan,nan
Fältströms Bygg & Marktjänst AB,5568966500,2,39,1,1
Färg & Co Måleri i Arvika AB,5560745571,2,57,nan,nan
Färg & Kakelbutiken Sverige Aktiebolag,5567645907,2,50,nan,nan
Färgade Miljöer AB,5569584575,4,45,nan,nan
Färgarholmen Måleri & Consult AB,5568720576,2,43,3,2
Färgmagasinet i Ö-vik Aktiebolag,5564852720,3,52,nan,nan
Färgsatt i Järna AB,5591041305,3,51,1,0
Färgstark by Stockholm AB,5568890874,2,45,3,3
Färingsö El AB,5565693826,3,52,nan,nan
Färingsö Installation AB,5569362568,3,57,17,6
Färnsviken Entreprenad Aktiebolag,5568717135,2,51,nan,nan
Färnäs PlåtTech AB,5567336432,2,49,nan,nan
Färsbygdens Gräv och Anläggning AB,5567512180,,,nan,nan
Fässbergs Bygg & Entreprenad AB,5568381148,2,57,nan,nan
Fässbergs Elektriska Aktiebolag,5561537308,2,61,2,0
FÄSTEB Byggaktiebolag,5567730964,2,61,nan,nan
Fästningen Mur & Bygg AB,5568272248,2,42,nan,nan
FöFa Smygehamn AB,5568106198,2,31,nan,nan
Fönster och Fasadkonsult i Sundsvall AB,5567510614,2,61,nan,nan
Fönster Planeten AB,5568957921,2,37,nan,nan
Fönster & Fasadkonsulten i Skåne AB,5568677222,3,51,nan,nan
Fönster & Hantverk i Linköping AB,5569574436,3,45,nan,nan
Fönsterfynd Sverige AB,5567886097,3,54,nan,nan
Fönsterinstallatören Stockholm AB,5567418594,4,57,1,2
Fönsterkoncept AB,5568245947,2,49,nan,nan
Fönstermontören i Stockholm AB,5567078349,,,0,0
Fönstermäklaren i Sverige AB,5590357538,1,54,nan,nan
Fönsterservice Sverige AB,5569577652,2,41,nan,nan
Fönsterteknik i Lycksele AB,5567445845,4,51,4,3
Förenade Byggpartner Entreprenad Orminge AB,5564531480,2,44,nan,nan
Förlösa Rör AB,5568047301,2,39,nan,nan
Förslöv Rör Aktiebolag,5565422416,2,51,nan,nan
Sjöliv Marinentreprenader AB,5566468871,4,48,nan,nan
Förvaltningsbolaget i Sverige AB,5567989644,2,50,4,11
F7 VVS OCH ENTREPRENAD AB,5569171589,,,nan,nan
G Elektriska i Mölnlycke AB,5590228069,2,35,2,1
G FA Bygg AB,5567414775,2,48,nan,nan
G Folkessons Maskin & Transport AB,5565872461,3,47,nan,nan
G H Elfvins Plåtslageri Eftr Aktiebolag,5563032357,4,47,2,1
G Höglunds Elektriska AB,5565721031,2,55,1,1
G Jonassons EL AB,5567876395,2,49,1,2
G Larsson Tak- och Byggservice Aktiebolag,5562735059,3,44,1,0
G Sjögrens VVS AB,5567313621,2,65,nan,nan
G Wettersten Bygg AB,5566144936,2,57,nan,nan
G Wärnelius Bygg AB,5567947642,2,46,nan,nan
G 76 Montage Team AB,5569783433,2,41,nan,nan
G & B i Rottne Aktiebolag,5564141421,2,65,nan,nan
G; Nilssons Last & Planering i                    Ranseröd Aktiebolag,5562360908,3,55,1,8
G. Blombergs Måleri & Allservice AB,5567285050,2,56,nan,nan
G. L. Tvättstugeservice Aktiebolag,5562076579,4,43,nan,nan
G. Tropp Hiss & El AB,5565474409,3,50,6,3
G.B. Gustafssons Isolering Eftr AB,5562073899,3,49,nan,nan
G.D.S Electric AB,5565937918,2,53,nan,nan
G.Forssman Gräv&Schakt AB,5590029772,,,nan,nan
G.H's Rör Aktiebolag,5563331361,2,72,nan,nan
G.R Elkonsult AB,5568520117,2,41,nan,nan
G.R.G. Svensson Byggnads Aktiebolag,5561927731,4,54,16,10
G.T Väst AB,5567325740,2,31,14,39
Gabab i Stockholm AB,5567128268,,,nan,nan
Gabita Group AB,5569664849,2,42,nan,nan
Gabriel Nilsson AB,5565864716,2,48,nan,nan
Gagnefs Grund och Markarbeten AB,5567021992,3,39,nan,nan
GAGNEFS KOMMUN,2120002155,,,nan,nan
Gagnérs Grävmaskiner AB,5568332984,2,39,5,5
Galerius Måleri & Entrepenad AB,5564592862,2,49,nan,nan
Galica Bygg AB,5569440463,2,39,nan,nan
Gallard AB,5562567148,2,43,nan,nan
Galus Bygg AB,5569695512,2,47,2,2
Gamleby Elbyrå Förvaltnings Aktiebolag,5564965639,3,53,nan,nan
Gamleby Entreprenad AB,5568296767,2,40,nan,nan
Gamleby Mekaniska Verkstad AB,5566542246,3,36,nan,nan
Gamleby Röraktiebolag,5560734658,2,58,nan,nan
Gantec AB,5567970313,4,48,4,2
Garageportar i Värmland AB,5568351653,2,45,nan,nan
Granstubben Bygg & Bemanning AB,5566559901,2,50,6,6
Garantiasfalt i Ornäs Aktiebolag,5563854750,3,43,3,2
Garantientreprenad i Sverige AB,5566322219,7,56,1,2
Garantilås i Stockholm Aktiebolag,5564137197,3,56,nan,nan
Garantipunkten AB,5569795874,2,50,5,2
Garantitak i Kumla AB,5566159207,4,55,nan,nan
Garnsviken Fukt & Energiteknik AB,5565102380,2,69,nan,nan
GASafe Aktiebolag,5562356799,2,65,nan,nan
Gaso AB,5567651111,2,49,nan,nan
GasProducts Sweden AB,5567142061,4,62,nan,nan
Gasservice i Stockholm AB,5561099333,3,49,nan,nan
Gastro Sweden Tech AB,5567981203,2,50,nan,nan
Gat & Kantsten Sverige AB,5566564919,2,44,nan,nan
Gatab AB,5569485765,,,5,9
Gatans Entreprenad AB Brålanda,5569211385,2,44,nan,nan
Gate Intelligent Building Support AB,5565862819,2,60,nan,nan
Gavlo AB,5566824172,2,43,nan,nan
GAW TECHNOLOGIES GMBH,5020750948,,,nan,nan
Gawron Montering & Bygg AB,5567135123,2,59,nan,nan
GA-Installation AB,5567799688,2,58,nan,nan
Termino C 5725 AB,5590731864,2,52,nan,nan
GB Plattsättning AB,5567698815,2,51,nan,nan
GB Trading Aktiebolag,5567361430,3,43,nan,nan
GBEB; Gislaved Bygg; Entreprenad och Bemanning AB,5567483911,,,nan,nan
Gbg Nyanz Måleri AB,5568784614,3,47,nan,nan
GBG Smide & Bygg AB,5590180112,2,34,nan,nan
GBJ Bygg Väst II AB,5567827158,3,54,nan,nan
GBM Gefle Bygg & Montage AB,5567486708,2,47,nan,nan
GCA-Bygg i Sverige AB,5566953211,2,56,nan,nan
GD BYGGENTREPRENAD AB,5590531710,2,35,nan,nan
GDSB Bygg AB,5568833072,2,46,nan,nan
GD-transport Aktiebolag,5562951961,2,58,nan,nan
GE:s Grund & Schakt Aktiebolag,5566573076,2,64,nan,nan
GEA  PROCESS ENGINEERING A/S,5020449459,,,nan,nan
Geal AB,5590584271,2,47,2,7
GEBIT Bygg Jord Skog AB,5567901169,2,63,nan,nan
Gebwell Sverige AB,5590052345,3,52,2,4
Gefle Aluminiumsystem Aktiebolag,5564015146,2,58,nan,nan
GEHÅ BYGG AB,5567581920,2,59,1,1
Gelnet Elteknik AB,5565218210,3,32,2,3
Gena Entreprenad AB,5568362304,3,43,nan,nan
Generationsnickarna AB,5569213746,2,41,4,3
Genes Hus AB,5567313084,2,54,3,1
Gennert Bygg AB,5590368931,2,38,nan,nan
GENTAB i Jönköping AB,5568795008,2,46,nan,nan
Geoborr Geoenergi Sverige AB,5567053318,2,54,nan,nan
Geomatikk Sverige Dokumentation AB,5567781512,,,nan,nan
Geomatikk Sverige Norr AB,5566420914,5,54,6,3
GeoNorr i Norrland AB,5567486674,2,52,nan,nan
Georgssons Isolering AB,5567794713,2,54,1,1
Geoteknik Nord AB,5569762361,2,69,nan,nan
Gerkes Byggmontage AB,5565272548,4,44,2,8
Gerkmans Måleri AB,5569335283,2,46,1,2
Gerox AB (publ),5568144991,5,53,1,3
Gert Anderssons El Aktiebolag,5563273183,2,55,nan,nan
Gert Hallbergs Elektriska Aktiebolag,5562745892,4,58,nan,nan
Gert Johanssons Byggservice i Kungälv Aktiebolag,5565489886,2,58,nan,nan
Gert Svensson Mark & Bygg i Alingsås AB,5569801367,2,55,nan,nan
Gerth:s Elinstallationer Växjö Aktiebolag,5562912286,3,52,nan,nan
Gerts Lås & Larm Aktiebolag,5560678574,2,49,nan,nan
